,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,interception_outcome,possession_team_id,team_id,player_id,counterpress,under_pressure,off_camera
2589,71738a32-36d3-4473-bb07-ec18a4646a4f,1620,1,00:45:34.183,45,34,Interception,101,Tottenham Hotspur,From Free Kick,Tottenham Hotspur,Eric Dier,Right Defensive Midfield,"[64.9, 31.2]",0.0,['cab0d1a5-d91e-44b7-9399-ca53b55ef2f1'],3754065,Success In Play,38,38,10956,True,,
2590,031421d5-27ed-45a9-8b68-ff54e1d56c77,1639,1,00:45:50.552,45,50,Interception,101,Tottenham Hotspur,From Free Kick,Leicester City,Marc Albrighton,Left Midfield,"[36.4, 1.6]",0.0,['5f61f820-492e-46a7-be58-1d20152b799e'],3754065,Lost Out,38,22,3307,,,
2591,5a36a6d9-a4ba-4331-838e-dffb096e2f70,1735,2,00:03:15.937,48,15,Interception,110,Tottenham Hotspur,From Counter,Leicester City,N''Golo Kanté,Right Center Midfield,"[75.9, 39.1]",0.0,['3dfc6afa-5ab4-4cd1-8979-fbd1b0c6dc0b'],3754065,Lost In Play,38,22,3961,True,,
2592,19a45f5a-e0f1-48a6-a0c8-a259916a0592,1847,2,00:08:41.677,53,41,Interception,121,Tottenham Hotspur,From Throw In,Leicester City,Marc Albrighton,Left Midfield,"[35.2, 12.9]",0.0,['ce7813a0-78fa-45b1-8803-ff5032e35235'],3754065,Success In Play,38,22,3307,,,
2593,2d5a7e7b-42f3-47de-b936-411b3c30b710,1919,2,00:11:19.323,56,19,Interception,127,Leicester City,Regular Play,Leicester City,Christian Fuchs,Left Back,"[34.4, 20.1]",0.0,['714e1862-f0e9-4f5f-b40f-8898c8837c1a'],3754065,Won,22,22,3812,,,
2594,1238701f-f346-4e77-8814-407abf6a0cb7,1935,2,00:11:33.638,56,33,Interception,127,Leicester City,Regular Play,Tottenham Hotspur,Toby Alderweireld,Right Center Back,"[10.4, 63.0]",0.0,['73cee459-6c42-42c8-9995-12fc01a11e52'],3754065,Lost Out,22,38,20005,,,
2595,b6028db5-ec65-4028-a13d-1f69d2968dc4,1996,2,00:15:14.439,60,14,Interception,134,Tottenham Hotspur,Regular Play,Leicester City,Christian Fuchs,Left Back,"[70.3, 4.3]",0.0,['2ee87612-ef70-4bbf-9890-2b26a088b9ef'],3754065,Lost In Play,38,22,3812,,,
2596,70cfe5fe-2a89-4c7c-859c-30a538ef95df,2021,2,00:16:08.525,61,8,Interception,135,Leicester City,From Goal Kick,Leicester City,Danny Drinkwater,Left Center Midfield,"[71.7, 55.3]",0.0,['37018c27-2a7c-4e4c-b9da-032a3a9af016'],3754065,Success In Play,22,22,3662,True,,
2597,3dce9251-6194-4ea4-9b34-bd3889acbfcd,2088,2,00:17:24.557,62,24,Interception,140,Leicester City,Regular Play,Tottenham Hotspur,Kyle Walker,Right Back,"[63.0, 2.5]",0.0,['4ffbd7ac-804b-4c4a-befb-160d1d1ff11b'],3754065,Lost Out,22,38,3205,True,,
2598,120b9f28-5096-4dfb-b94f-bd51f26e7096,2222,2,00:21:35.685,66,35,Interception,147,Leicester City,From Goal Kick,Tottenham Hotspur,Kyle Walker,Right Back,"[40.1, 50.8]",0.0,['d9226f73-fe9a-42ba-af3d-ac6efe55a457'],3754065,Lost In Play,22,38,3205,,,
